LotArea,OverallQual,YearBuilt,GrLivArea,TotBath,BedroomAbvGr,Fireplace,SalePrice
9736,6,1957,1721,1,4,Yes,174850
9770,5,1957,922,2,2,No,116000
10152,5,1956,1048,2,3,No,135000
12155,6,1970,1657,2.5,3,Yes,163500
12198,5,1955,1411,1,3,Yes,130000
10050,5,1955,1216,2,3,No,129500
11556,5,1953,1154,1.5,3,No,142000
8078,5,1958,1560,2,4,No,128600
10950,6,1952,948,1,2,No,125000
7942,6,1953,1040,1.5,3,No,136000
8923,5,1953,1008,2,2,No,134500
8540,5,1956,925,2,3,No,127000
7134,5,1955,1360,1,3,Yes,130000
7150,4,1955,1540,2,4,No,115000
8400,5,1955,925,2,3,Yes,116900
13300,5,1956,928,1,2,No,132000
9532,4,1953,1647,2,3,Yes,153000
15783,5,1952,924,1,2,No,112500
14190,4,1890,1544,2,3,No,138000
9600,5,1949,893,1.5,2,No,135000
12099,5,1953,1728,2,3,Yes,156000
21281,5,1935,3086,3.5,4,No,301600
10134,5,1940,1034,1,2,No,109000
5500,4,1956,882,1,1,No,103200
10284,4,1925,1281,3,1,No,128500
10800,4,1927,968,2,4,No,64500
10800,5,1895,1534,1.5,3,No,148000
5400,5,1920,691,1,2,No,86000
10090,7,1963,1651,2.5,4,Yes,172000
8700,5,1961,888,1.5,3,No,120000
8300,6,1968,952,2,3,No,128500
11606,5,1969,2080,2.5,5,Yes,135000
8064,5,1949,924,1,3,Yes,122900
11664,6,1948,1082,1,2,Yes,119200
10496,6,1949,1846,2,3,Yes,143000
7200,5,1950,988,1,3,No,119000
7200,5,1950,1238,1.5,3,Yes,102000
7200,5,1950,864,2,3,No,129000
7000,5,1960,1134,1,2,No,135000
7500,5,1959,1040,2,3,No,152000
7315,5,1958,1170,1.5,3,Yes,140000
7903,5,1960,1242,2.5,3,No,152000
8000,5,1960,1377,2,3,Yes,156500
8000,5,1961,1800,2,6,No,141000
7000,5,1961,925,1,3,No,99000
9760,6,1964,1851,2.5,3,Yes,187000
7590,5,1962,1812,2,4,Yes,169500
6600,5,1962,864,1,2,No,125500
6760,5,1962,936,2,3,Yes,130000
6978,5,1926,960,1,2,No,103000
9600,5,1910,1432,2,2,No,132000
6000,6,1927,1296,1,3,No,127500
4480,5,1922,1022,2,2,Yes,89500
7200,5,1980,936,2,2,No,140000
3153,5,1920,967,1,2,Yes,99900
10800,4,1885,1047,1,2,No,100000
7200,5,1940,1072,1,2,Yes,130000
9000,5,1900,1174,1,2,Yes,135000
6000,3,1948,1183,1.5,2,No,120000
5925,4,1937,1131,1,2,No,89471
5925,4,1900,1141,1,3,No,85000
6000,4,1920,960,1,2,No,108500
9639,4,1900,1798,2.5,4,No,137000
3880,5,1945,866,1,2,No,110500
8520,5,1923,968,1,2,No,100000
10337,8,1910,1772,2.5,3,No,184900
9863,6,1927,1642,2,4,Yes,145000
9600,5,1925,1472,1,3,No,125000
4571,5,1910,1232,1,3,No,114000
13600,5,1900,2337,2,5,No,90000
8398,6,1910,1650,2,3,No,144100
9900,6,1880,2210,2,5,No,117500
3600,5,1930,1358,1.5,3,Yes,124500
13500,7,1879,2454,2,3,Yes,185000
7200,6,1910,2291,2.5,4,Yes,133900
5400,6,1926,1616,2,3,No,152000
8100,5,1948,1559,2,2,No,153500
10800,7,1890,2554,1.5,3,No,159500
9439,5,1930,1248,1,2,No,87000
8626,4,1956,968,1,2,No,104500
11800,4,1949,1382,2,1,Yes,110000
6854,5,1925,1060,2,1,Yes,136500
8674,5,1950,1435,2,3,No,128250
8731,5,1920,1167,1,3,Yes,144000
8737,6,1923,1635,1.5,3,Yes,210000
6125,5,1939,1274,2,3,No,135000
6000,6,1939,1232,1.5,3,Yes,128000
6000,6,1941,1218,1.5,3,Yes,131000
6120,5,1939,884,1,2,No,113000
6240,6,1938,1409,2.5,3,Yes,126000
6240,5,1939,1322,2,4,No,132000
6240,5,1930,1426,1,3,Yes,131750
6120,5,1926,1281,2,2,No,132500
6120,5,1920,1513,1.5,4,No,137500
6120,7,1929,854,1,2,No,132000
6240,6,1931,1367,1,3,Yes,127500
6180,6,1926,986,1,2,Yes,102000
7755,6,1918,2264,2.5,4,No,200000
13515,6,1919,1824,1,3,Yes,180500
8850,6,1920,1376,1,3,No,165000
8550,5,1926,1316,1,4,No,90000
8730,6,1915,1396,1,3,No,153575
5700,7,1929,1344,2.5,3,Yes,140000
8520,6,1916,2526,2,5,Yes,136000
5680,5,1901,1173,2,3,No,113000
5680,5,1901,1214,1,2,No,117000
7758,7,1931,1818,1.5,4,Yes,169500
7449,7,1930,1108,1,3,Yes,139400
13200,6,1963,2294,3,5,Yes,202500
6882,6,1914,1355,1.5,3,No,127000
9000,6,1937,1375,1.5,3,Yes,141000
9780,7,1950,1952,1.5,4,Yes,212300
10320,6,1915,2180,1.5,3,Yes,161000
4330,4,1958,1315,3,3,No,99500
7200,5,1920,1111,1,3,No,101000
4800,4,1916,1196,2,2,No,109900
12358,5,1941,1382,1.5,2,No,128500
10120,7,1910,1889,1.5,4,Yes,122000
4388,5,1930,840,1,3,Yes,87000
10320,4,1910,1484,2,3,No,50000
12888,7,1937,2267,2.5,3,Yes,219000
18030,5,1946,3086,3,3,Yes,200500
8160,5,1940,1134,2.5,3,No,126000
4484,5,1942,1282,2,2,No,108500
11235,5,1963,999,2,3,No,130000
11235,5,1964,1452,2,2,Yes,158450
14299,4,1964,1005,2,3,No,115400
7943,4,1961,1029,2,3,No,118500
14149,5,1964,1020,2.5,3,Yes,165000
11677,5,1966,1040,2,3,No,123000
8400,6,1966,913,2,3,No,129000
7094,5,1966,894,1,3,No,125000
8978,5,1968,948,1,3,No,108000
8425,5,1971,868,2,2,No,119900
8665,5,1968,897,1,3,No,115000
8398,5,1967,943,2,2,No,134500
7742,5,1966,955,2,3,No,127000
8724,5,1968,894,1,3,Yes,129000
8197,6,1977,1285,1.5,3,Yes,143500
8169,5,1966,912,2,3,No,129000
14175,5,1956,1375,2,3,Yes,187000
16779,5,1920,2654,3,4,Yes,158000
25339,5,1918,1416,2,3,No,112000
6960,7,1940,1302,1.5,2,Yes,165250
11375,6,1954,1299,1,3,Yes,150000
13770,5,1958,1176,2,3,Yes,137000
9000,4,1945,998,1,3,No,89500
115149,7,1971,1824,3,2,Yes,302000
11075,6,1984,1522,2,3,Yes,182000
10029,6,1988,2060,3,4,Yes,211000
17541,5,1948,1325,2,3,Yes,216000
22692,5,1953,1630,2,3,Yes,130000
17808,4,1946,1242,1,2,No,109900
12671,6,1954,2422,3,4,Yes,255000
12615,6,1950,2158,3,4,Yes,243000
10512,6,1954,1626,1.5,3,No,154000
5400,5,1958,864,1.5,3,No,118000
11515,4,1958,943,1,3,No,80000
7711,4,1977,1440,4,4,No,150000
9098,4,1920,605,2,2,No,86000
3869,5,1984,1038,2,2,No,130000
9280,5,1951,1342,2,4,No,125000
11100,5,1951,1480,2,4,Yes,136500
7550,4,1920,1362,2,4,No,96000
9060,5,1957,1340,1,3,Yes,120000
23920,6,1984,1822,2,4,Yes,228500
10357,7,1990,1442,3,3,Yes,179900
13474,7,1990,2243,3.5,4,Yes,225000
10380,7,1986,2730,3.5,4,Yes,301000
13125,7,1991,2127,3.5,4,Yes,238000
11287,7,1989,1982,2.5,3,Yes,228500
9317,7,1994,1958,3.5,3,Yes,220000
9965,7,2007,2696,3.5,4,Yes,383970
9965,8,2006,2828,4,4,Yes,424870
9178,8,2007,1651,2,3,Yes,250000
10481,8,2006,2140,2.5,3,No,360000
10652,7,2006,1494,2,3,Yes,279500
11175,7,2007,1316,2,3,Yes,200141
10235,8,2007,1651,2,3,Yes,246500
9588,8,2007,2574,2.5,3,Yes,276000
8814,7,2005,1274,3,3,No,203000
11103,7,2006,1456,2.5,3,Yes,155835
8556,7,2006,1240,2,2,No,194000
6762,7,2007,1208,3,2,No,195400
11750,7,2005,1546,2,3,No,217000
8760,8,2006,1500,2,3,Yes,212999
7242,7,2005,1270,2,2,No,175900
9316,7,2005,1795,2.5,3,No,191000
9317,6,2006,1314,2,3,Yes,176432
14364,7,1988,2062,3.5,3,Yes,277000
8883,7,1988,1873,3.5,3,Yes,207000
159000,6,1958,2144,2.5,4,Yes,277000
53107,6,1992,1953,3.5,3,Yes,240000
12205,6,1966,2087,2.5,5,No,187500
20064,8,1976,1743,2.5,0,Yes,279000
14217,5,1994,1022,1.5,3,No,139500
8775,5,1994,990,1,3,No,126000
11249,6,1995,1200,3,3,No,177500
10021,6,1997,1308,3.5,3,No,175000
9531,6,1998,1796,3.5,3,No,211000
8428,5,1994,990,2,3,No,146000
16561,5,1996,1097,2.5,3,No,147900
8070,4,1994,990,2,3,No,123600
9337,6,1997,1786,3.5,3,No,204750
10820,7,1999,1873,2.5,3,Yes,235500
12352,7,1998,1753,3.5,3,Yes,217000
9543,7,2001,1690,2.5,3,No,190550
8826,7,2000,1842,3.5,3,Yes,217500
10665,7,2003,1479,3,3,No,226000
11317,7,2003,1668,2.5,3,No,180000
11800,5,1974,894,1,3,No,131000
8660,5,1976,1025,2,3,Yes,153500
9720,5,1977,1009,2,3,Yes,160000
8982,5,1977,1040,1.5,3,No,134900
16300,5,1977,907,2,3,No,130000
9675,5,1975,879,1,3,No,120000
7700,5,1972,882,2,3,No,112500
10356,5,1975,969,1.5,3,No,122000
7200,5,1972,864,2,3,No,127000
7200,4,1972,875,1,3,No,117000
10386,8,2004,2000,3,3,No,305900
9375,8,2002,2169,2.5,3,Yes,228500
11354,7,2000,1673,3,3,Yes,270000
8749,7,2002,1459,2,3,Yes,192000
8749,7,2003,1932,3.5,3,Yes,213000
8158,7,2002,1729,2.5,3,No,200000
16226,8,1998,2452,2.5,4,Yes,267000
11927,8,1994,1592,2,3,Yes,228000
12728,8,2001,2439,3.5,4,Yes,275000
15295,7,1996,1992,3.5,3,Yes,211000
11248,9,2002,1668,3,3,Yes,285000
10000,8,1995,2090,3.5,3,Yes,240000
4435,6,2003,848,2,1,No,131500
17227,8,1999,1341,2.5,1,Yes,246900
8200,7,2003,1928,2.5,4,Yes,219500
8450,7,2003,1337,3,3,No,185000
8145,7,2007,1476,2.5,3,No,179400
9245,7,2006,1797,2.5,3,No,213500
8500,7,2004,1422,2,3,No,179600
8769,7,2005,1190,3,2,No,173500
8334,6,2006,1330,2,3,Yes,167840
8333,7,2006,1491,2.5,3,Yes,168675
9045,5,2005,1536,2.5,3,No,167000
9170,5,1965,1214,2,2,No,140000
9825,5,1967,936,2,2,Yes,118500
8308,4,1963,1088,1,2,No,110000
10921,4,1965,960,2,3,No,94750
16287,5,1925,1351,2,3,Yes,122000
8240,6,1960,1179,1,2,No,110000
11841,6,1990,816,2,3,No,118500
6285,6,1976,1044,2,3,Yes,133500
7917,6,1976,1113,2.5,3,Yes,148000
9555,5,1979,2233,2.5,5,No,141000
8536,5,2006,1125,1.5,2,No,155000
7024,5,2005,1090,2.5,2,No,157000
7023,5,2005,1408,3.5,3,No,171500
39290,10,2008,5095,4,2,Yes,183850
40094,10,2007,4676,4.5,3,Yes,184750
3675,6,2005,1072,2,2,No,140000
6400,5,1959,960,2,2,No,131750
6882,4,1955,1152,2,2,No,61500
10215,4,1954,948,1,3,No,111000
8741,5,1946,1195,2,4,No,98500
4270,3,1931,774,1,3,No,79000
10042,6,1920,865,2,2,Yes,108500
9450,4,1954,894,1,3,No,110000
11767,4,1910,1346,1.5,2,No,112000
8172,4,1955,768,1,2,Yes,125000
8172,4,1955,864,2,3,No,79275
8190,4,1954,948,2,3,Yes,119000
10896,6,1914,3395,2,8,No,200000
10890,5,1923,2592,4,6,No,150000
10592,6,1923,1502,1.5,3,Yes,165000
10594,5,1926,789,1,2,No,96500
7223,5,1926,1422,1,3,No,136500
6821,6,1921,1298,2,2,Yes,146500
7200,5,1937,1768,2.5,3,Yes,175000
4000,7,1930,1098,2,2,Yes,148500
6720,6,1921,1436,1,3,Yes,141500
7642,7,1918,1426,1.5,3,Yes,189950
7155,6,1926,1461,1,3,Yes,135000
7128,7,1941,1646,2,4,Yes,164000
4280,5,1913,694,1,2,Yes,90350
5362,5,1910,1250,2,3,Yes,139000
6305,5,1938,954,1,2,Yes,119750
7136,6,1946,1958,2,4,No,145000
6270,5,1949,2002,2,4,No,145000
7230,7,1927,1718,2.5,4,Yes,238000
13108,5,1951,1226,1.5,2,Yes,153500
22420,6,1918,2624,3.5,4,Yes,239000
12168,8,1934,3194,2.5,4,Yes,359100
7810,4,1930,1755,2,4,Yes,188000
11275,6,1932,1991,1.5,3,Yes,220000
6221,5,1941,1355,2,3,No,140000
10570,8,1932,2727,2.5,3,Yes,315000
7259,6,1945,2320,3.5,3,Yes,259500
14442,6,1957,1839,3,3,Yes,257500
13125,7,1940,1740,1.5,3,Yes,219500
21000,6,1953,2259,3,3,Yes,217000
25485,6,1960,1560,1.5,3,Yes,201000
21579,6,1968,1488,2.5,3,Yes,215000
1782,6,1980,1045,1,2,Yes,123900
17871,4,1995,1680,2,4,No,170000
3907,8,1988,1020,2,1,No,200000
20693,7,1971,1696,2,3,Yes,198000
32668,6,1957,2515,4,4,Yes,200624
18044,8,1986,2726,2.5,2,Yes,315000
8500,5,1919,1517,2,3,No,115000
7000,6,1940,1215,1,3,No,141000
5000,5,1941,803,1,2,No,87000
7288,5,1925,1601,2,3,No,129850
6060,4,1939,1123,1,3,No,100000
9060,5,1923,1828,2,3,No,150909
3672,5,1922,816,1,2,No,75200
8263,6,1920,1012,1,2,Yes,118400
8967,5,1920,1077,1,2,No,67000
13710,5,1950,1558,1.5,4,No,152000
11067,2,1939,845,1,1,No,68104
8250,5,1895,1991,2,4,No,119600
6565,4,1957,1073,2,3,No,140000
6060,5,1930,1001,1,2,No,124900
5568,8,2006,1625,3.5,2,Yes,375000
4750,8,2006,1625,3.5,2,Yes,235000
12150,6,1979,1299,3,2,Yes,183500
7540,6,1978,912,2,2,Yes,156000
9187,6,1983,1080,1.5,3,No,134000
10000,5,2002,1392,2,3,Yes,215000
12864,7,2002,1409,2.5,1,Yes,245000
9928,7,1991,1478,3,3,Yes,210000
8750,7,1975,918,1.5,3,No,148000
8410,6,1974,1026,2,2,Yes,143000
4054,7,1987,1501,3,2,Yes,244000
9763,7,1998,1502,2.5,1,Yes,330000
16905,5,1959,1328,2,2,Yes,170000
19958,6,1958,2279,2.5,4,Yes,257000
8368,7,2006,1689,2,3,No,231713
8298,8,2006,1564,2,2,Yes,267300
9037,8,2006,1484,2,2,Yes,265900
10991,8,2007,1571,2,3,Yes,239000
10656,8,2006,1646,2,3,Yes,248900
10331,7,1985,1240,2.5,3,No,174000
13758,7,1990,1717,2.5,3,Yes,187500
9303,6,1996,1756,3.5,3,No,204000
6718,8,2001,1312,2,2,No,180500
9590,7,2003,1146,3,3,Yes,187500
11305,8,2002,1922,3,2,Yes,282000
7777,6,1996,1491,2,3,Yes,178000
14536,8,2002,1629,3,3,Yes,270000
11800,7,2003,2486,4.5,5,Yes,279900
35133,5,1963,1572,2.5,3,Yes,186700
15306,8,2006,1776,3,3,Yes,283463
12633,10,2006,1824,2,3,Yes,392000
12665,8,2005,2482,2.5,4,Yes,281213
8402,5,2007,1120,1,3,No,147000
43500,3,1953,2034,1,2,No,130000
6710,6,1996,936,2.5,0,No,140000
25286,4,1963,1040,2,3,No,132250
25000,5,1967,1632,2,4,No,143000
32463,4,1961,1622,2,3,Yes,168000
4224,5,1976,1060,2,3,Yes,129900
4224,5,1976,1142,2.5,3,Yes,134000
1504,4,1972,1092,1.5,3,No,85500
1533,4,1970,992,2,2,No,106500
1495,4,1970,1092,1.5,3,No,93900
2001,4,1970,1092,1.5,3,No,75000
1936,4,1970,630,2,1,No,84500
1890,4,1976,1092,1.5,3,No,75190
11333,6,1976,1062,2,3,Yes,146800
9129,5,1977,1008,2,1,Yes,153500
15957,6,1977,1356,4,3,Yes,188000
33983,5,1977,1676,2.5,3,Yes,196000
8286,5,1977,1432,2.5,3,Yes,157000
6723,5,1971,796,1.5,2,No,138000
7244,5,1970,768,2,2,No,129500
27697,4,1961,1608,1,3,No,80000
7599,4,1982,845,2,2,No,129500
11000,5,1976,1178,2.5,3,No,135000
8314,5,1982,816,1,2,No,124500
11625,5,1983,816,2,2,No,139000
10712,5,1991,974,1,3,No,93500
10447,5,1984,887,1.5,3,No,124500
11027,6,1954,1293,3,2,No,149900
10533,6,1956,1024,2,2,Yes,157500
11765,5,1957,1797,1.5,3,Yes,169000
39384,6,1957,1390,2.5,1,Yes,252000
11727,7,1969,1851,2,3,Yes,192100
8238,6,1997,1525,3.5,3,Yes,183500
13006,7,1997,2236,2.5,4,Yes,222000
13041,6,1995,1671,2.5,3,Yes,170000
13031,6,1995,1498,2.5,3,Yes,187500
9783,6,1996,1776,2.5,3,Yes,202000
11207,6,1997,1511,3.5,3,Yes,185000
19378,7,2005,2462,3.5,4,Yes,320000
14859,7,2006,1670,2,3,Yes,240000
13128,8,2005,2064,2.5,4,Yes,250000
10463,8,2005,1801,2.5,3,Yes,239900
13751,7,2005,2212,3.5,3,Yes,309000
23257,7,2006,2021,2.5,3,Yes,274725
13108,8,1994,2687,2.5,4,No,270000
8076,6,1993,1169,2.5,3,Yes,183500
7685,6,1993,1501,2.5,3,Yes,165600
9084,7,1998,1632,2.5,3,Yes,176500
3701,8,1987,1204,2,2,No,130000
5306,7,1987,1767,3,2,Yes,239000
6563,8,1985,1742,3,2,Yes,275000
16023,9,2005,2798,4.5,3,Yes,457347
18062,10,2006,3390,3.5,5,Yes,545224
12292,9,2006,2473,2.5,4,Yes,356383
16056,9,2005,2868,3.5,4,Yes,556581
12438,8,2006,2576,2.5,4,Yes,361919
16052,10,2006,2698,3.5,4,Yes,535000
15922,9,2005,2795,3.5,4,Yes,401179
13682,10,2006,2945,3.5,3,Yes,438780
14762,5,1948,2320,2,2,Yes,169000
34650,5,1955,1056,2,3,No,145000
8147,9,2005,1714,3,2,Yes,318000
11302,8,2005,1826,3,3,Yes,319000
18261,9,2005,2000,3.5,3,Yes,470000
14145,7,1984,1621,3,3,No,202500
13837,7,1988,2183,2.5,4,No,229000
16659,7,1977,2263,3.5,3,Yes,235000
18800,6,1976,1574,3.5,3,Yes,190000
10464,6,1980,1102,2,2,Yes,169000
10400,7,1988,1872,2.5,3,Yes,241500
10530,7,1978,1857,2.5,4,Yes,188900
10240,6,1980,1686,3,3,Yes,207500
16692,7,1978,2784,4.5,5,Yes,250000
11475,6,1975,1552,3.5,3,Yes,179900
9927,7,1976,1083,2,2,Yes,172000
9512,7,2005,2318,3.5,3,Yes,294323
10530,6,1975,1875,3,3,Yes,184500
10140,5,1975,1074,2.5,3,No,153500
10140,7,1976,1664,2.5,4,Yes,162900
10140,6,1974,1309,2.5,3,Yes,181000
10000,6,1974,1103,2,3,No,155000
15870,5,1969,1096,2,3,No,138800
9353,4,1970,864,1,3,No,116050
8125,4,1971,858,1,3,No,88000
7200,4,1971,874,1.5,3,No,97500
8773,6,2002,1419,3,2,No,190000
2760,6,1973,1092,1.5,3,No,105500
2160,5,1973,1365,1.5,3,Yes,125500
1953,6,1973,987,1.5,2,No,83000
1890,6,1972,1030,1.5,3,No,116000
1680,6,1971,1218,1.5,3,No,91500
1680,6,1972,1218,2,3,No,118000
1680,6,1972,948,1.5,2,No,89000
1680,6,1972,1092,1.5,3,No,108000
1680,6,1972,987,1.5,2,Yes,94500
4043,6,1975,1069,2.5,2,Yes,146300
7514,5,1967,1387,2,3,Yes,145000
7838,5,1967,900,2,3,Yes,123000
2280,7,1976,1055,3,2,No,137500
2179,6,1976,1456,2.5,3,Yes,144000
16737,9,2004,1980,3,3,Yes,315000
16387,9,2006,2589,3.5,4,Yes,412083
16259,9,2006,2596,3.5,4,No,342643
16163,8,2004,1618,2,2,Yes,252000
13891,10,2006,2076,3.5,2,Yes,465000
12228,7,2006,1740,2,4,No,293000
14780,9,2005,1868,3,2,Yes,415000
16033,9,2004,1850,3,3,Yes,326000
14215,8,2005,2376,3.5,4,Yes,325300
13418,8,2004,2452,3.5,4,Yes,309000
13975,9,2005,2206,2.5,4,Yes,300000
10240,8,2005,2098,2.5,3,Yes,275500
9942,9,2005,2091,3.5,3,Yes,338500
11924,9,2005,2324,4,4,Yes,345000
12867,8,2005,2253,2.5,3,Yes,344133
10672,8,2006,2389,2.5,4,Yes,298236
11643,8,2005,2358,3.5,4,Yes,329900
12378,9,2003,1944,3,3,Yes,360000
11065,8,2006,1970,2.5,3,Yes,281000
13758,9,2005,1792,3,2,Yes,372397
14828,9,2004,1780,3,2,Yes,378000
11846,9,2003,1792,3,2,Yes,374000
20431,9,2005,2728,3.5,4,Yes,437154
10927,8,2005,1904,3.5,3,Yes,275000
13215,8,2004,1914,3.5,3,Yes,279000
7052,7,2005,1364,3,2,Yes,185850
5911,9,2005,1565,3,2,Yes,282500
6955,7,2005,1368,2,2,Yes,202500
6792,7,2005,1368,2,2,Yes,202665
7740,9,2006,1686,3,1,Yes,332200
6373,9,2006,1666,3,2,Yes,310090
3136,7,2003,1405,2,2,Yes,171750
10237,6,2005,1316,2,3,Yes,169990
10237,6,2005,1456,2.5,3,Yes,170440
10237,7,2006,1492,2.5,3,No,169985
17104,7,2006,1496,3.5,3,Yes,179665
14054,7,2006,1863,2.5,4,Yes,219210
11660,6,2006,1326,2,3,No,174190
15578,6,2006,1456,2.5,3,No,172785
11631,8,2004,2373,2.5,4,Yes,258000
9073,7,2006,1492,2.5,3,No,185101
3087,7,2006,1364,3,2,Yes,210250
3196,7,2003,1557,2,2,Yes,234000
3196,8,2003,1456,2,2,Yes,215000
2938,7,2002,1511,3,2,Yes,246990
3072,7,2004,1414,2,2,Yes,178740
3072,7,2004,1548,3,2,Yes,225000
3010,7,2005,1248,2,2,No,167240
3010,7,2005,1142,2,2,No,156820
3013,7,2005,1506,2,2,Yes,213490
3982,8,2006,1567,3,1,Yes,264561
4045,7,2006,1500,3,2,Yes,246578
21930,5,2005,1838,2.5,4,Yes,192140
7861,6,2002,1509,3.5,3,Yes,183200
9056,8,2004,1414,2.5,3,Yes,178000
9171,7,2004,1598,2.5,3,Yes,201490
11194,8,2000,1936,2.5,3,Yes,230500
7875,7,2003,1509,2.5,3,Yes,180000
8121,6,2000,1664,2.5,3,Yes,172400
8658,6,2000,1889,2.5,3,Yes,215000
11214,7,1998,1886,2.5,4,Yes,199900
10852,6,2000,1671,3.5,3,Yes,173000
12104,7,2006,2322,3.5,4,No,287602
8738,7,1999,2291,2.5,4,Yes,230000
9452,8,1997,2392,3.5,3,Yes,348000
9660,8,1998,1976,3.5,3,Yes,286000
9545,8,2000,2234,3.5,3,Yes,300000
35760,10,1995,3627,4.5,4,Yes,625000
9233,9,2000,2855,3.5,4,Yes,405000
12011,8,1998,1924,3.5,3,Yes,280000
12090,8,1998,2263,2.5,4,Yes,258000
10019,8,1995,2726,2.5,4,Yes,350000
17242,9,1993,3500,4.5,4,Yes,584500
10236,8,1994,2494,3.5,4,Yes,321000
10120,8,1994,2526,3.5,4,Yes,290000
12585,8,1993,2799,3.5,3,Yes,315000
12447,8,2005,1964,2.5,3,Yes,252000
15218,8,2006,1670,3.5,2,Yes,336820
20896,8,2005,2097,2.5,1,Yes,423000
10182,8,2006,1660,3,3,Yes,290000
8688,7,2005,1616,2,3,No,232000
10936,8,2006,1504,2,3,No,199000
8640,8,2006,1278,2,2,No,198600
13162,9,2006,2640,4.5,3,Yes,405749
11216,8,2006,1489,2,3,Yes,232600
10728,8,2006,1939,2.5,3,Yes,266000
8125,7,2005,1553,2.5,3,No,186500
8125,6,2005,1716,2.5,3,No,200825
8125,7,2006,1576,2.5,3,No,197000
7200,6,2006,1262,2,2,No,185000
7500,7,2005,1266,2,3,Yes,176000
7200,7,2006,1301,3,2,Yes,187750
7733,6,2005,1142,1.5,3,No,139500
11024,7,2005,1400,2,3,No,186800
13072,6,2005,1131,1.5,3,No,132000
13072,6,2005,1141,1.5,3,No,142500
13072,6,2004,1158,2.5,3,No,158000
7800,7,2005,1686,2.5,3,No,184000
7632,7,2005,1585,2.5,3,No,184900
8304,6,1997,1837,2.5,3,No,187000
7153,6,1992,1603,2.5,3,No,175900
9370,6,1992,1731,3.5,3,No,248500
7175,6,1990,1398,3,2,No,172000
7175,6,1991,1217,2,2,No,151000
9019,6,1994,1320,2.5,3,No,150000
8900,4,1966,1056,2,2,No,107000
7800,5,1965,965,2,3,No,119900
9100,5,1962,988,2,3,No,129500
9100,5,1963,1728,3,6,No,125000
8927,6,1977,1654,2,4,No,119500
9240,5,1962,1211,1,2,Yes,144000
8471,6,1977,1212,2,3,Yes,151000
9308,5,1965,984,1,3,No,126000
8450,5,1968,909,1,3,No,116000
8638,5,1963,925,2,2,No,133500
13052,5,1965,1024,1.5,3,No,120875
13526,5,1965,935,2,3,No,137000
8020,5,1964,912,1,3,No,124000
6993,5,1961,1236,1,3,Yes,135000
8789,5,1967,941,1,3,Yes,129200
14330,7,1974,2646,4,3,Yes,260000
16059,8,1991,2417,2.5,4,Yes,260000
11025,8,1992,2826,3.5,3,Yes,334000
14541,8,1993,2520,3.5,5,Yes,310000
13346,7,1992,2295,3.5,4,Yes,268000
12461,8,1994,1624,3,2,Yes,262000
3628,7,2004,1143,1.5,1,Yes,176400
3316,8,2005,1247,2.5,1,Yes,197000
3180,7,2005,1200,2.5,2,No,151000
2544,7,2005,1223,2.5,2,No,147400
2544,7,2005,1223,2.5,2,No,149900
3180,7,2005,1200,2.5,2,No,144152
2998,6,2000,1524,2.5,2,No,166000
3735,7,1999,1452,3.5,3,No,183900
2651,7,2000,1382,3.5,3,No,165000
4447,7,2003,1080,2.5,2,No,139000
8314,7,1997,1694,2.5,3,Yes,200000
7180,8,2001,1568,2,3,Yes,221000
9549,8,1995,1494,2.5,2,Yes,270000
11250,6,1977,1208,2.5,3,Yes,165000
3760,8,1980,1235,2,1,Yes,214000
3640,8,1980,1036,2,1,Yes,188000
3874,8,1980,1226,2,1,Yes,190000
3876,8,1978,1226,2,1,Yes,170000
50271,9,1981,1842,2.5,0,Yes,385000
13110,5,1972,1193,3,2,No,146500
10192,7,1968,1920,3,4,Yes,170000
20781,7,1968,2156,2,3,Yes,262500
11700,6,1968,1416,2.5,3,Yes,179900
11029,6,1968,2654,3.5,4,Yes,250000
10400,6,1972,1790,3,4,Yes,165150
10140,7,1967,1334,3,3,No,164500
9600,7,1969,1164,1.5,3,No,140000
9750,5,1967,980,2,3,No,135500
9600,5,1968,1051,2,3,No,142000
8640,5,1968,1770,2.5,4,No,155000
9360,6,1968,976,2,2,Yes,157500
8400,5,1968,1052,2.5,3,No,138500
8400,5,1968,898,2,3,No,140000
9759,5,1966,1051,2,3,No,124400
9600,5,1967,1141,2,3,No,158000
9230,5,1965,1200,2.5,1,No,146000
14803,6,1971,1993,2.5,4,Yes,190000
10659,5,1961,1050,2,3,No,136500
9100,5,1958,864,2,3,No,129900
8393,5,1959,1712,2,4,No,145000
8800,6,1965,1565,3,3,Yes,185900
8800,6,1964,1251,2,3,Yes,160000
10368,6,1964,1488,2.5,3,Yes,167000
9350,5,1964,1440,1.5,4,Yes,157500
10382,6,1958,1095,2,2,No,140000
8973,5,1958,1053,2,3,No,150000
10800,5,1960,1248,2,3,No,151500
8550,6,1934,816,2,2,Yes,129800
11425,5,1954,1008,1,2,Yes,137000
9724,5,1947,1043,1,2,Yes,137000
4712,4,1946,1230,2.5,3,No,121600
5900,4,1923,869,1,2,No,85500
5825,4,1926,747,1,1,No,79900
7438,5,1908,1252,1,3,No,127000
9600,5,1961,1433,2,3,Yes,161000
10858,5,1952,1624,2,2,Yes,146500
9600,5,1951,1216,2,3,No,135000
10680,5,1951,2136,2,4,No,137900
9490,6,1941,1578,2,3,Yes,133000
9462,5,1949,1728,1.5,3,Yes,137000
9888,5,1954,936,1,2,No,121000
